Word,Clue
JIMMYKING,Be anxious
JIMMYNAIL,Care
JIMREEVES,Concern
JINGOISTS,Fret
JITTERBUG,Be fretful
JKROWLING,Pester
JOANOFARC,"Got _, de^teri^or^ated"
JOBCENTRE,Less good
JOBSEEKER,More inferior
JOBSWORTH,More severe
JOCKEYING,More unfa^vour^able
JODIEKIDD,Most awful
JOEBLOGGS,Most evil
JOEPUBLIC,Most inferior
JOHANSSON,Most severe
JOHNADAMS,Most unfa^vour^able
JOHNDONNE,Su^per^la^tive of 'bad'
JOHNINMAN,Cost
JOHNJULES,Importance
JOHNKEATS,Market value
JOHNKERRY,Merit
JOHNLOCKE,Value
JOHNMAJOR,Damage to the skin caused by a blow
JOHNMILLS,Harm
JOHNREBUS,Hurt badly
JOHNSMITH,Hurt the feelings of
JOHNSTEED,Injure
JOHNTERRY,Injury
JOHNWAYNE,Lesion
JOININGIN,Braided
JOININGUP,Interlaced
JONAHHILL,Made on a loom
JONCLEARY,Plaited
JONVOIGHT,Family of seaweeds
JORDANIAN,Seaweed
JOSEPHINE,Bundles up
JOSSSTICK,Parcels up
JOSWINSON,"Under _, secret"
JOURNEYED,Shawls
JOVIALITY,Shrouds
JOYLESSLY,Stoles
JOYRIDING,Swathes
JUANPERON,"<i>The Grapes of</i> _, John Steinbeck novel"
JUBILANCE,"<i>The Grapes of</i> _, novel by John Steinbeck"
JUDDERING,"<i>The Grapes of</i> _, Henry Fonda film"
JUDGEMENT,"<i>The Grapes of</i> _, Steinbeck novel"
JUDICIARY,"<i>The Grapes of</i> _, novel"
JUDICIOUS,Anger
JUDIDENCH,Extreme anger
JUICINESS,Fury
JUMPINESS,Ire
JUMPLEADS,Rage
JUMPSTART,Strong dis^pleas^ure
JUNCTIONS,Violent anger
JUNEBROWN,Bring about (havoc)
JUNKBONDS,Inflict
JUNKETING,Damaged ship
JUNOESQUE,Dash to pieces
JURYWOMAN,Demolish
JURYWOMEN,Destroy
JUSTFANCY,Ruin
JUSTIFIED,Ruined ship
JUSTIFIES,Ship destroyed at sea
JUSTINLEE,Spoil
JUSTRIGHT,Sunken ship
JUVENILES,Small birds
JUVENILIA,Small brown birds
JUXTAPOSE,"Extract, seize"
KALAMAZOO,Pull away force^ful^ly
KAMASUTRA,Take away by force
KANDINSKY,Take by force
KANGAROOS,Squeeze (out)
KANYEWEST,Squeeze water out of
KAPLINSKY,Twist
KARABINER,"_ out, extract"
KARAMAZOV,Twist forcibly
KARLSPAIN,Twist in opposite dir^ec^tions
KATEOMARA,Twist out moisture
KATHARINE,Arm joint
KATHERINE,Carpus
KATHMANDU,Joint between the forearm and hand
KATSLATER,Joint between the hand and arm
KATYPERRY,Joint connecting the hand and arm
KEELHAULS,Juncture of the hand and arm
KEEPATBAY,Lower arm joint
KEEPCLEAR,Place for a bracelet
KEEPCOUNT,Place for a watch
KEEPHOUSE,Be an author
KEEPINGUP,Commit to paper
KEEPQUIET,Com^mu^ni^cate by letter
KEEPSAKES,Form letters with a pen
KEEPSWEET,Inscribe
KEEPTRACK,Pen
KEEPWATCH,Put down on paper
KEGBITTER,Put pen to paper
KEITHMOON,Put words on paper
KENBARLOW,Use a pen
KEPTCLEAR,Legal documents
KEPTQUIET,Summonses
KEPTTRACK,"<i>The _ Trousers</i>, Oscar-winning animated cartoon"
KERBDRILL,Erroneous
KERBSTONE,False
KERCHIEFS,Inaccurate
KERFUFFLE,Incorrect
KERRYBLUE,Mistaken
KETTERING,Not right
KEVINHART,"<i>Murder, She</i> _, 1980s/90s TV series"
KEYBOARDS,Com^mu^ni^cated by letter
KEYHOLDER,Inscribed
KEYSTONES,Penned
KEYSTROKE,Used a pen
KIBBUTZIM,Squeezed
KICKBOXER,Squeezed (out)
KICKEDOFF,"_ Earp, US marshal"
KICKEDOUT,Three-masted pirate ship
KICKPLEAT,Old Algerian pirate ship
KICKSTART,Col^our^less gas used in radio valves
KIDGLOVES,Inert gas
KIDNAPPED,One of the noble gases
KIDNAPPER,Brand-name photo^copier
KIDSSTUFF,Copying machine
KIELCANAL,Machine used for photo^copy^ing
KILLARNEY,Photocopy
KILOGRAMS,Electromagnetic radiation used by doctors
KILOHERTZ,Emissions used in radiography
KILOJOULE,Fracture photos?
KILOMETRE,Hospital photos?
KILOWATTS,Medical photo^graphs
KIMBERLEY,Medical photos
KINDLIEST,Medical pictures
KINGCOBRA,Photo^graphs of bones
KINGDOMOF,Plant tissue that conducts water from the roots
KINGJAMES,Woody plant tissue
KINGMAKER,Boat
KINGMIDAS,Leisure boat
KINGPRAWN,Leisure boat with sails
KINGSEVIL,Light sailing vessel
KINGSIZED,Light fast-sailing vessel
KINGSLYNN,Pleasure boat
KINGSROAD,Pleasure boat with sails
KIPPERTIE,Racing boat
KIRBYGRIP,Racing boat with sails
KIRKBRIDE,Sailing boat
KIRKCALDY,Sailing vessel
KISSINGER,Boorish lout
KISSOGRAM,Boorish lout in <i>Gulliver's Travels</i>
KITCHENER,"Hooligan, brute"
KITTENISH,"Lout, boor"
KITTIWAKE,Black Sea resort which hosted an Allied conference in 1945
KIWIFRUIT,Crimean seaport
KNAPSACKS,Site of a famous conference in February 1945
KNEBWORTH,Jerks
KNEEHIGHS,Pulls hard
KNIFEEDGE,Pulls sharply
KNIGHTING,Tugs hard
KNIGHTLEY,Tugs sharply
KNOCKBACK,Enclosed places near buildings
KNOCKDOWN,Imperial length units
KNOCKEDUP,Imperial measures
KNOCKOVER,Imperial measures of length
KNOTTYASH,Units of length
KNOWINGLY,Units of three feet
KNOWLEDGE,"<i>Ripping</i> _, 1970s Michael Palin series"
KNUTSFORD,Cir^cu^it^ous tales
KOALABEAR,Lengthy sailors' tales
KONNIEHUQ,Long stories
KOREANWAR,Sailors' stories
KOWTOWING,Sailors' tales
KRAFTWERK,Spun threads
KRASINSKI,Tales
KUBLAKHAN,"Dornford _, English novelist, 1885-1960"
KUNUNURRA,Small boats
KURDISTAN,Small fishing boats
KURRAJONG,Breathes in sleepily
LABELLING,Deep in^vol^un^tary breaths
LABORIOUS,Gapes
LABOURDAY,Gapes open
LABOURERS,Shows tiredness
LABOURING,Sleepy sounds
LABURNUMS,Crave
LABYRINTH,Crave (for)
LACERATED,Desire deeply
LACERATES,Desire strongly
LACHRYMAL,Hanker
LACQUERED,Long (for)
LACTATION,Pine (for)
LADIESMAN,Annual periods
LADYBIRDS,Long time
LADYHAWKE,Periods of twelve months
LADYSMAID,Time units
LADYSMITH,Twelve month periods
LAGERFELD,Very long time
LAGERLOUT,Baking in^gre^di^ent
LAGNIAPPE,Bread in^gre^di^ent
LAGUARDIA,Brewing agent
LAKEHURON,Brewing fungus
LAKEPOETS,Brewing in^gre^di^ent
LAMBASTED,Es^sen^tial in^gre^di^ent for bread
LAMBOFGOD,Fer^ment^ing agent
LAMBRETTA,In^gre^di^ent of bread
LAMBRUSCO,In^gre^di^ent to make bread rise
LAMBSWOOL,Leavening agent
LAMENTING,Raising agent
LAMINATED,Raising agent in baking
LAMINATES,Raising agent in bread
LAMINGTON,"Raising agent, used in making bread"
LAMPEDUSA,Substance used by bakers and brewers
LAMPLIGHT,Sub^stance used in baking
LAMPOONED,Sub^stance used in brewing
LAMPOONER,"Irish poet, 1865-1939"
LAMPPOSTS,"WB _, Irish poet"
LAMPSHADE,Cries out
LANCASTER,Screams
LANDAGENT,Shouts
LANDFORCE,Shouts loudly
LANDGIRLS,Shrieks
LANDLORDS,"Barks, yaps"
LANDMARKS,Barks in pain
LANDOFNOD,Barks shrilly
LANDOWNER,Canine cries of pain
LANDROVER,Cries like a dog
LANDSCAPE,Cries of pain
LANDSLIDE,Yaps
LANGOUSTE,Aden's country
LANGSFORD,Arab country
LANGUAGES,"Arab country, capital Sana'a"
LANGUEDOC,Country south of Saudi Arabia
LANGUIDLY,Middle East country
LANKINESS,Middle East country of which the chief port is Aden
LANZAROTE,Middle Eastern country
LAPDANCER,1983 Barbra Strei^sand film
LAPHROAIG,Barbra Strei^sand film
LAPLANDER,Film starring Barbra Strei^sand
LARACROFT,"'To strive, to seek, to find, and not to _', line from Tennyson's <i>Ulysses</i>"
LARCENIST,Agri^cul^tural produce
LARCENOUS,Amount produced
LARDYCAKE,Cede
LARKABOUT,Concede
LARRYLAMB,Concede defeat
LASERBEAM,Farmer's produce
LASPALMAS,Give in
LASSITUDE,Give up
LASTDITCH,Give way
LASTNIGHT,Give way under pressure
LASTRITES,Harvest
LASTSTRAW,Harvest profit
LASTTHING,Profit
LASTWALTZ,Submit
LATCHONTO,Surrender
LATECOMER,"_ <i>to the Night</i>, 1956 Diana Dors drama"
LATENIGHT,Hooligan
LATERALLY,Lout
LATESCENT,Thug
LATHERING,Young lout
LATITUDES,Alpine call
LATTERDAY,Alpine cry
LAUDATORY,Alpine trill
LAUGHABLE,Austrian mountain call
LAUGHABLY,Moun^tain^eer's song
LAUGHARNE,Sing like a Tyrolean moun^tain^eer
LAUNCHING,Song of the Tyrol
LAUNCHPAD,Tyrolean song
LAUNDERED,"Coupled, linked"
LAUNDERER,Harnessed together
LAUNDRESS,Joined together with a wooden harness
LAURABUSH,Linked like oxen
LAURADERN,Teamed together
LAURAHILL,Bumpkin
LAURIELEE,Country bumpkin
LAWMAKING,Country fellow
LAWNMOWER,Naive countryman
LAWRENSON,Rural bumpkin
LAYABOUTS,Rustic fellow
LAYERCAKE,Rustic person
LAYHOLDOF,Simple countryman
LAYREADER,Animal harnesses
LAYTOREST,Frames for carrying pails
LAZYBONES,Harnesses together
LAZYSUSAN,"Teams together, like oxen"
LEAFINESS,Egg parts
LEAFMOULD,Egg yellows
LEAKEDOUT,Centres of eggs
LEAKINESS,Yellow parts of eggs
LEAPYEARS,Yellows of eggs
LEASEHOLD,Marches in full kit
LEASTWISE,Treks with a heavy load
LEAVECOLD,Very long time
LEAVENING,Ages
LEAVESOUT,Long period of time
LEAVINGDO,In early prime
LECHEROUS,Juvenile
LECTURERS,Not old
LECTURING,Of tender years
LEDASTRAY,Offspring
LEECURTIS,Opposite of 'old'
LEEMAJORS,Still to mature
LEEMARVIN,"_ <i>Frankenstein</i>, 1974 Gene Wilder spoof"
LEFTOVERS,Adolescence
LEGALISED,Adolescent
LEGALISES,Childhood
LEGENDARY,Early life
LEGIONARY,Early years
LEGISLATE,Infancy
LEGOFLAMB,Lad
LEGOFPORK,Period of immaturity
LEGWARMER,Stripling
LEICESTER,Teenager
LEISURELY,Teenage years
LEITMOTIF,Popular house plant
LEMONBALM,Variety of house plant
LEMONCURD,Canadian gold rush territory
LEMONDROP,Gold rush territory of NW Canada
LEMONSOLE,Territory of Canada
LENDAHAND,Territory of NW Canada
LENDANEAR,Delicious
LENGTHENS,Scrumptious
LENGTHIER,Very tasty
LENGTHILY,Former name of the Democratic Republic of the Congo
LENIENTLY,"Greek isle, also called Zakinthos"
LENINGRAD,"Frank _, founder of the rock group the Mothers of Invention"
LENTANEAR,1960s TV police series
LEOMCKERN,Early TV police series
LERMONTOV,African horse-like animal
LESDAWSON,African plains animal
LESDENNIS,Black and white animal
LESLIEASH,Black and white striped animal
LESSENING,Horse-like animal of the African continent
LETHARGIC,Striped African animal
LETITSNOW,Striped animal
LETRANGER,Striped beast
LETTERBOX,Striped equine animal
LETTERING,Striped equine creature
LETTERMAN,Striped horse-like creature
LETTINGGO,Striped zoo animal
LETUSPRAY,Striped horse-like animal
LEVANTINE,"<i>The Prisoner of</i> _, film from a novel by Anthony Hope"
LEVELLERS,Marx Brother who was in the first five films only
LEVELLING,Noughts
LEVIATHAN,Nothing
LEVITICUS,Zero
LEXLUTHOR,Full of vitality
LEYLANDII,Full of zest
LHASAAPSO,Big-mouthed <i>Rainbow</i> char^ac^ter
LIABILITY,Brisk
LIBELLING,Puppet from the old TV show <i>Rainbow</i>
LIBELLOUS,"Quick, lively"
LIBERALLY,Poland's currency unit
LIBERATED,Polish currency unit
LIBERATES,Polish monetary unit
LIBERATOR,In geo^graph^ic^al bands
LIBERTIES,In regional belts
LIBERTINE,In regions
LIBRARIAN,Regional
LIBRARIES,Assigned to a par^ticu^lar area
LICENSEES,Divided into districts
LICENSING,Divided into ter^ri^tor^ies
LICHFIELD,Split into sectors
LIEGELORD,Areas
LIEINWAIT,Districts
LIFEBELTS,Marked areas
LIFEBLOOD,Regions
LIFEBOATS,Sectors
LIFECYCLE,Specific regions
LIFEFORCE,Focuses (in on)
LIFEGUARD,Moves at speed
LIFESAVER,Moves very quickly
LIFESIZED,Travels very quickly
LIFESTYLE,"_ <i>the Greek</i>, novel by Nikos Kazantzakis"
LIGAMENTS,"<i>The Mark of</i> _, 1940 Tyrone Power film"
LIGATURES,German site of Charlemagne's tomb
LIGHTBULB,Bead counting frame
LIGHTENED,Counting frame
LIGHTNESS,Counting frame of ancient origin
LIGHTNING,Early counting device
LIGHTSHIP,Early manual cal^cu^la^tor
LIGHTSOUT,Primi^tive counting device
LIGHTYEAR,Ru^di^men^tary cal^cu^la^tor
LIKEASHOT,Simple counting frame
LIKEASNOT,Belittled
LIKESTINK,Degraded
LILYALLEN,Humiliated
LILYBRETT,Degrades
LILYJAMES,Humiliates
LILYWHITE,Decreased
LIMABEANS,Diminished
LIMEGREEN,Eased off
LIMEJUICE,Lessened
LIMELIGHT,Quelled
LIMERICKS,Subsided
LIMESCALE,Waned
LIMESTONE,Diminishes
LIMITLESS,Eases off
LIMOUSINE,Fades
LINDAGRAY,Lessens
LINDBERGH,Subsides
LINEDANCE,Wanes
LINGERING,Chief monk's office
LINGUISTS,Office of a chief monk
LINVANHEK,Chief nun
LIONESSES,Convent superior
LIONHEART,Head nun
LIONISING,Head of a female religious house
LIONTAMER,High-ranking nun
LIPREADER,Mother superior
LIQUEFIED,Nun's superior
LIQUEFIER,Senior nun
LIQUEFIES,Convents
LIQUIDATE,Monasteries
LIQUIDISE,Monastery buildings
LIQUIDITY,Monastery churches
LIQUORICE,Monastic buildings
LISAMARIE,Head monks
LISARILEY,Monastery heads
LISTENERS,Monks' superiors
LISTENING,"Bud _, Lou Costello's comedy partner"
LISTPRICE,Partner of Costello in the comedy duo
LITERALLY,Extreme ner^vous^ness
LITHOLOGY,State of extreme ner^vous^ness
LITHUANIA,Kidnap
LITIGANTS,Make off with
LITIGATED,Take away by force
LITIGATES,Take away illegally
LITIGATOR,Detests
LITIGIOUS,Hates
LITTERBIN,Loathes
LITTERBUG,Put up with
LITTLEEVA,Tolerated
LITTLEMEN,Endures
LITTLEMIX,"Endures, tolerates"
LITTLEOWL,Puts up with
LITTLETOE,Tolerates
LIVELIEST,Cringing
LIVEROUGH,Worthless
LIVERPOOL,Wretched
LIVERWORT,Recant
LIVESTOCK,Renounce
LIVEWIRES,Renounce on oath
LIVINGEND,Repudiate
LIZHURLEY,Burning
LJUBLJANA,Burning brightly
LLANDUDNO,Burning fiercely
LLAREGGUB,Flaming
LLEWELLYN,On fire
LLOYDPACK,Most ac^com^plished
LLOYDSTSB,Most capable
LOANSHARK,Most clever
LOATHSOME,Most competent
LOBSCOUSE,Flowering
LOCALCALL,In flower
LOCALHERO,In full flower
LOCALISED,Embarked
LOCALTIME,In a ship
LOCHINVAR,On a ship
LOCHLEVEN,On a ship or plane
LOCKHORNS,On ship
LOCKSMITH,Dwelling places
LODESTONE,Dwellings
LOGANSRUN,Homes
LOGARITHM,Houses
LOGICALLY,Cancels (a mission)
LOGICIANS,Pre^ma^turely ends (a space flight)
LOGISTICS,Be filled (with)
LOGOMACHY,Be plentiful
LOGOPHILE,Exist in great plenty
LOGRUNNER,Flourish
LOHENGRIN,Overflow
LOINCLOTH,Teem
LOITERERS,Thrive
LOITERING,Be in great plenty
LOLLIPOPS,Chafe
LOLLOPING,Erode
LONDINIUM,Wear away
LONDONERS,Wear down
LONDONEYE,"<i>The Innocents</i> _, Mark Twain novel"
LONELIEST,At large
LONGBEACH,Foreign places
LONGBOATS,In a foreign country
LONGCHAMP,In another country
LONGEVITY,Out of the country
LONGFACED,Overseas
LONGINGLY,Brusque
LONGITUDE,Curt
LONGJOHNS,Sharp
LONGLIVED,"Short, rude"
LONGRANGE,Sudden
LONGSIGHT,"Sudden, un^ex^pect^ed"
LOOKAFTER,Terse
LOOKALIKE,Unexpected
LOOKINGAT,Descend a cliff face on a rope
LOOKSHARP,Descend a rock face using two ropes
LOOSEENDS,Descend by rope
LOOSELEAF,Descend quickly by rope
LOOSENESS,Glide down a rock face using a double rope
LOOSENING,Let yourself down a rock face on a double rope
LOQUACITY,Method of des^cend^ing a cliff face
LORDBYRON,Away
LORDLUCAN,Away from school
LORDMAYOR,Elsewhere
LORDNORTH,Missing
LORDOFTHE,Off school
LORDSUTCH,Assimilate
LORGNETTE,Engross
LOSALAMOS,Soak up
LOSECOUNT,"Suck up, take in"
LOSEHEART,Farcical
LOSTCAUSE,Ludicrous
LOTTERIES,Nonsensical
LOUDMOUTH,Preposterous
LOUGEHRIG,Ridiculous
LOUISIANA,Silly
LOUNGEBAR,Term used for the theatre of EugŠne Ionesco
LOUTISHLY,"_ <i>Person Singular</i>, Alan Ayckbourn play"
LOVEAPPLE,Exploited
LOVEBIRDS,Maltreated
LOVECHILD,Mistreated
LOVEHURTS,Reviled
LOVELIEST,Treated badly
LOVEMATCH,Maltreat^ments
LOVESTORY,Maltreats
LOVINGCUP,Mistreats
LOWBUDGET,Shrub source of gum arabic
LOWCHURCH,Tropical shrub
LOWERCASE,Tropical tree
LOWERDECK,Wattle
LOWESTOFT,Agree (to)
LOWIMPACT,Agree (to what is proposed)
LOWLANDER,Assent
LOWLINESS,Give your consent
LOWLOADER,Take office
LOWSEASON,"Emphasis, stress"
LOWSUNDAY,Emphasise
LOYALISTS,Mark over a letter
LOYALTIES,Mode of speech
LPHARTLEY,Regional pronunciation
LUBRICANT,Tone of voice
LUBRICATE,Underline
LUCRATIVE,Voice emphasis
LUCRETIUS,Admit
LUCYDAVIS,Put up with
LUCYSNOWE,Receive
LUDICROUS,Receive (what is offered)
LUFTHANSA,Receive willingly
LULLABIES,Recognise
LUMBERING,Take as true
LUMBERMAN,Agree with
LUMINESCE,"Take, receive"
LUMPINESS,Take pos^ses^sion of
LUNARYEAR,Take (what is offered)
LUNCHHOUR,Take willingly
LUNCHTIME,Admission
LURIDNESS,Authority to enter
LUSITANIA,Entry
LUXURIANT,Means of entering
LUXURIATE,Means of entry
LUXURIOUS,Per^mis^sion to enter
LYCHGATES,Way in
LYINGDOWN,Agreement
LYMEREGIS,Bestow
LYMINGTON,Concurrence
LYMPHATIC,"Consent, agree^ment"
LYNDHURST,Grant
LYONNAISE,Harmony
LYONSMAID,Treaty
LYRICALLY,Unanimity
LYRICISTS,Approach
LYTTELTON,Approach and address boldly
LYTTLETON,Confront
MACADAMIA,Grab hold of
MACAROONS,Waylay
MACCABEES,Amass
MACCHIATO,Blame
MACDONALD,Bring a charge against
MACDOWELL,Charge
MACEDOINE,Charge (with a crime)
MACEDONIA,"Cite, indict"
MACFADYEN,Formally charge
MACHINERY,Impeach
MACHINING,Liquid used in perfumes
MACHINIST,"Dilute _ acid, vinegar"
MACINTOSH,Acid found in vinegar
MACINTYRE,Vinegary
MACKENZIE,Causing a dull pain
MACKICHAN,Hurting
MACMILLAN,In con^tin^ual dis^com^fort
MACQUARIE,In pain
MACROCOSM,Yearning
MADDENING,"Bitter, tart"
MADEAMOVE,Sharp-tasting
MADEFUNOF,Sour-tasting
MADELEINE,Tart-tasting
MADEMONEY,Fruit of the oak tree
MADESENSE,Oak fruits
MADHATTER,Oak seeds
MADRIGALS,Oak tree seeds
MAELSTROM,Oak tree's cupped seeds
MAGAZINES,Absolve
MAGDALENE,"Clear, absolve"
MAGDEBURG,Clear (of charges)
MAGGIEMAY,Exonerate
MAGICALLY,Find innocent
MAGICIANS,Find not guilty
MAGNESIUM,Judge not guilty
MAGNETISE,Direction of some clues in this puzzle!
MAGNETISM,Over
MAGNETRON,Spanning
MAGNIFICO,To the other side
MAGNIFIED,Type of cross^word clue
MAGNIFIER,Performing
MAGNIFIES,Playing
MAGNITUDE,Playing a part
MAGNOLIAS,Pretending
MAHARAJAS,Tem^por^ar^ily in charge
MAHARANIS,Thes^pian's craft
MAHARISHI,Deed
MAIDAVALE,Dir^ect^or's cry to begin performing
MAIDSTONE,Film dir^ect^or's command
MAILMERGE,Film dir^ect^or's cry
MAILORDER,Gesture
MAILTRAIN,Physical response
MAINBRACE,Start performing!
MAINECOON,Animated
MAINFRAME,Busy
MAINLINES,Functioning
MAINSAILS,Industrious
MAINTAINS,Lively
MAINTHEME,On the go
MAJORDOMO,Sprightly
MAJORETTE,First part of a play
MAJORSUIT,Opening part of a play
MAJUSCULE,Cast of a play
MAKEAMOVE,Film per^form^ers
MAKEAPILE,Per^form^ers in a film
MAKEFUNOF,Per^form^ers in a play
MAKEHASTE,Per^form^ers on stage
MAKEMERRY,Theatre per^form^ers
MAKEMONEY,Theatre players
MAKEPEACE,Thespians
MAKEREADY,Troupers
MAKESENSE,Authentic
MAKESHIFT,Concrete
MAKEUSEOF,Genuine
MAKEWAVES,Real
MALACHITE,Tangible
MALADROIT,True
MALAGUENA,Sharpness (of per^cep^tion)
MALAYALAM,Business know-how
MALAYSIAN,Business sense
MALICIOUS,Good business sense
MALIGNANT,Keenness of per^cep^tion
MALIGNING,Sharpness of mind
MALINGERS,"Sharpness, quickness (of per^cep^tion)"
MALINHEAD,Shrewdness
MALLEABLE,Maxims
MALTESERS,Old sayings
MALTHOUSE,Sayings
MALTREATS,Slow movement in music
MALTSTERS,Musical term meaning slowly
MALVOISIE,"Mu^sic^al^ly, a slow movement"
MANCUNIAN,Slow movement in a symphony or sonata
MANDARINS,"Slowly, in music"
MANDATORY,Changes
MANDERLEY,Changes to fit
MANEATING,Changes to meet re^quire^ments
MANFRIDAY,Changes to suit con^di^tions
MANGANESE,"Converts, alters"
MANGETOUT,Makes suitable
MANHANDLE,Modifies
MANHATTAN,"<i>The _ Family</i>, TV monster comedy series"
MANICURED,British snakes
MANIFESTO,British venomous snakes
MANLINESS,Venomous snakes living in Britain
MANNEQUIN,Snakes found in Britain
MANNERISM,Venomous European snakes
MANOEUVRE,Venomous snakes
MANOMETER,Vipers
MANSFIELD,Obsessive en^thu^si^ast
MANTICORE,Person with an un^con^trolled habit
MANTOVANI,Person hooked on some^thing
MANYATIME,Slave to a habit
MAPLELEAF,Augmenting
MAPMAKING,Summing
MAPPEDOUT,Sup^ple^menting
MARACAIBO,Totalling
MARATHONS,Totalling up
MARAUDERS,Totting up
MARAUDING,Confused
MARCELLUS,Putrid (egg)
MARCHHARE,Becomes confused
MARCHPAST,Confuses
MARCOPOLO,Rots
MARDIGRAS,Peri^pherals
MARESNEST,Sup^ple^men^tary units
MARESTAIL,Cite (as evidence)
MARGARINE,Cite (as proof)
MARGARITA,Attach
MARGOLYES,Cling (to)
MARGULIES,Conform (to)
MARIEROSE,Hold fast
MARIGOLDS,Keep (to)
MARIJUANA,Remain attached
MARINATED,Stick
MARINATES,Stick fast
MARIOPUZO,Stick (to)
MARKEDMAN,Brand name of popular sports^wear
MARKEDOFF,Brand of popular sports^wear
MARKERPEN,"Isabelle _, French film actress"
MARKETDAY,Abut
MARKETEER,Be next to
MARKETING,Connect to
MARKTWAIN,Lie next to
MARMALADE,"Touch, abut"
MARMOREAL,Appeal to
MARMOSETS,"Beg, entreat"
MAROONING,Charge on oath
MARQUETRY,Entreat
MARQUISDE,Exhort
MARRAKESH,Implore
MARRIAGES,Urge
MARROWFAT,Alter
MARSHLAND,Alter slightly
MARSUPIAL,Make al^ter^ations to
MARTINETS,Make minor changes to
MARTYRDOM,Modify
MARVELLED,Regulate
MARYARDEN,Reset
MARYASTOR,Slowly get used to change
MARYBEARD,Ex^tem^por^isa^tions
MARYBERRY,Un^script^ed remarks
MARYGAUNT,Be impressed by
MARYJANES,Have a high opinion of
MARYQUANT,Look up to
MARYTUDOR,Regard highly
MASAIMARA,Regard with esteem
MASCULINE,Regard with respect
MASEFIELD,Respect
MASOCHISM,Think highly of
MASOCHIST,Think well of
MASSACRED,Allows entry
MASSACRES,Allows entry to
MASSAGING,Allows in
MASSEUSES,Concedes
MASSIVELY,Confesses
MASSMEDIA,Lets in
MASTERFUL,Owns up
MASTERING,Houses made of clay bricks
MASTERKEY,Sun-dried bricks
MASTICATE,"<i>Venus and</i> _, Shakespeare poem"
MATCHLESS,At^tract^ive young male
MATCHPLAY,Beau^ti^ful Greek boy of myth
MATCHWOOD,Beau^ti^ful Greek youth
MATERIALS,Beau^ti^ful youth
MATERNITY,Beau^ti^ful youth of Greek myth
MATRIARCH,Beautiful youth of Greek mythology
MATRICIDE,Handsome young man
MATRIMONY,Handsome youth loved by Aph^ro^dite
MATTBAKER,Self-regarding lover of Aphrodite
MATTDAMON,Youth beloved by Aph^ro^dite
MATTDYLAN,Assumes
MATTERING,"Chooses, follows"
MATTLUCAS,Espouses (a method)
MATTMONRO,Takes on (another's child)
MATTSMITH,Votes to accept
MATTTERRY,Idolised
MAULSTICK,Loved
MAURITIUS,Much-loved
MAUSOLEUM,Revered
MAVERICKS,Venerated
MAWKISHLY,Worshipped
MAXFRISCH,Lover
MAXIMISED,Venerator
MAXIMISES,Worshipper
MAYFLOWER,Idolises
MCCARTNEY,Loves
MCCORMACK,Loves very much
MCDERMOST,Really loves
MCDONALDS,Reveres
MCLACHLAN,Venerates
MCPARTLIN,Worships
MCWHIRTER,Beautifies
MEANDERED,Bedecks
MEANGIRLS,Decks out
MEANSTEST,Decorates
MEANSWELL,Embellishes
MEANWHILE,Name taken by the only English pope
MEASURING,"_ Mole, Sue Towns^end's diarist"
MEATBALLS,"_ Mole, fictional diarist"
MEATEATER,"_ Mole, teenage diary writer"
MEATINESS,Anchorless
MECHANICS,Floating aim^less^ly
MECHANISE,Floating free
MECHANISM,Floating loose on water
MEDALLION,Loose at sea
MEDALLIST,Loose from moorings
MEDIATING,Off course
MEDIATION,Unmoored
MEDIATORS,Without any means of determining direction
MEDICALLY,Deft
MEDICINAL,Dexterous
MEDICINES,Ingenious
MEDITATED,Skilful
MEDITATES,Condense (a gas)
MEERASYAL,Fully grown humans
MEETINGUP,Grown-up people
MEGABUCKS,Grown-ups
MEGADEATH,Mature people
MEGAFAUNA,Approach
MEGAHERTZ,"Coming, arrival"
MEGALITHS,"In the Christian Church, the period before Christmas"
